post_gap,engagement_burst,comment_similarity,timing_regularity,bot_label,burst_ratio,risk_index,bot_probability,authenticity_score
1.915760410006228,20.582763331934647,0.2489533534669256,0.3027833157251923,0,10.743913082465117,3.4189732570696894,0.0,1.0
3.977508982964856,0.6365000405234384,0.3705713055449973,0.3749993850322564,0,0.1600247902014763,0.3091785827368447,0.03,0.97
2.802159660762838,18.235456749023506,0.4271045267015101,0.6435792754833531,0,6.507643730785572,2.3378561874394657,0.01,0.99
3.2078592315928005,26.15569452615844,0.2714622971726272,0.4496049488616463,0,8.153629145743823,2.707369412419593,0.01,0.99
3.9327339606751712,17.30420567097822,0.6996221383532425,0.3173391679428117,0,4.40004481462749,1.6568357530713445,0.01,0.99
4.348775578983943,2.730707623620732,0.3220120886121789,0.7476624963328298,0,0.6279256250465655,0.5840463126307552,0.01,0.99
1.4351745200693973,23.94678000258006,0.4490479236990321,0.9110325475034818,1,16.68562231819871,5.504814091570716,0.94,0.06000000000000005
5.805869657312213,23.91456096475121,0.661676151563584,0.6130092909042731,0,4.119031665588974,1.679416061507477,0.08,0.92
6.849069151144309,19.321612776007623,0.658947133710567,0.513659579925155,1,2.8210567523295427,1.2494649977820949,0.68,0.31999999999999995
6.551541288036439,9.348567123057212,0.3601691886309149,0.3549275103973807,0,1.42692638450258,0.6780996760990007,0.03,0.97
4.429478108978388,31.529822236924204,0.9117323309687244,0.644404103944651,1,7.118179943821017,2.666735324014783,0.91,0.08999999999999997
2.3363129267003067,24.074361191707936,0.6006412159910891,0.631256448076092,1,10.304424940930057,3.5240224263067805,0.72,0.28
2.104610980809656,21.21115604330368,0.6322644496386974,0.7315943385008962,0,10.078421255382612,3.505843446906751,0.23,0.77
4.024279937491492,35.61057892688313,0.2240037871397325,0.380889330237329,0,8.848931853652493,2.874236424332599,0.17,0.83
3.250031336384759,16.905158494382658,0.8510700729582682,0.688435059670795,1,5.2015370760047706,2.0911561685572293,0.98,0.020000000000000018
1.2435956342055572,10.675307087595906,0.1672723850910767,0.61912609312588,0,8.584226893346713,2.873100220781689,0.02,0.98
5.062723919039373,15.38086638069739,0.3209535026189295,0.496855583591864,0,3.03806145202874,1.2064467198310465,0.0,1.0
0.9149749280017568,18.822539483590365,0.1847038483590455,0.6825850483224496,0,20.571645088349594,6.499938700341572,0.01,0.99
5.348425825771727,27.2787706735708,0.250811633097098,0.3199716124293449,0,5.100336353572732,1.733333040972687,0.02,0.98
2.1966907950984047,17.790381914015505,0.6042584171359839,0.4392635900952249,0,8.098719197855315,2.78659872053548,0.1,0.9
2.7040545941366987,15.448111294845043,0.4443270000640484,0.4594991840254625,0,5.712943565689004,2.0309808433361005,0.01,0.99
2.935240084493532,38.2087705784465,0.2864483546327297,0.6969260823353574,0,13.017255651521712,4.269881634780475,0.41,0.5900000000000001
3.525504106064346,23.25387592829273,0.7356059679391506,0.7647029029143573,0,6.595900963012042,2.5053332404511006,0.21,0.79
3.986258770159841,5.49526508814068,0.6709878230026904,0.5908663834459553,0,1.3785520220806766,0.8512085069033923,0.23,0.77
4.261231716468959,44.18126504401248,0.7664644979870973,0.6926059501588829,1,10.368191167182756,3.617439079614509,0.96,0.040000000000000036
3.7495724112056728,89.7451461137382,0.7833841272513703,0.862930426413546,1,23.93476809396533,7.76061783693043,1.0,0.0
3.435797343728429,9.224482283174956,0.1972445466288764,0.5368089446932708,0,2.684815593100381,1.0793416197960854,0.01,0.99
2.698484413791149,25.75039802254296,0.2270119247400855,0.571944559506501,0,9.542540950372125,3.159643686336264,0.02,0.98
8.785643553914856,31.07353211716446,0.5711159379488508,0.6316171794875454,0,3.536853268229644,1.485037633648567,0.04,0.96
2.667452162624828,16.679374050775174,0.1526605513549399,0.7645991455469151,0,6.252923401768648,2.2275148441558423,0.01,0.99
4.824182197604442,7.056234502042282,0.4909563730432362,0.7222844782464579,0,1.462679934755826,0.8750046836383019,0.08,0.92
6.75573201244636,11.662546435337765,0.1608502207359738,0.3550600524503681,0,1.7263186896477511,0.7081746940952647,0.0,1.0
2.181648876969822,18.1288433834824,0.4105052172920011,0.4759691286359594,0,8.309698033838638,2.8064486267935758,0.02,0.98
6.425857352096655,13.281213856680314,0.5328369200589734,0.3622015336976268,0,2.0668391980950007,0.924783448925243,0.0,1.0
0.1,49.4210286720812,0.7436104662263483,0.7237015508175827,1,494.210286720812,148.77564977643854,0.99,0.010000000000000009
2.6268054231304427,23.20831349375417,0.4534450985283669,0.6248423353838479,1,8.835185617249156,3.036526148886796,0.77,0.22999999999999998
4.999896329117479,17.52012919850334,0.5123568845958352,0.3799887810715605,0,3.504098494297337,1.356932126096576,0.01,0.99
3.733354246249072,29.407639121493503,0.8944803162792224,0.7155472057691471,1,7.877002068860615,2.91766359784961,0.83,0.17000000000000004
3.386030173116218,19.99251363981772,0.3010347077321477,0.8059523423369777,0,5.904410952551639,2.184014635019927,0.04,0.96
2.3000251455266736,7.171527625490983,0.5356468893961734,0.6313245461445485,0,3.118021400522038,1.3486303054332829,0.03,0.97
0.1268851734771531,33.23709449683371,0.6221869210340218,0.4856486426524127,0,261.9462430952847,78.96478846195656,0.32,0.6799999999999999
